part, mode, altitude, latitude, longitude, accelerometer_x, accelerometer_y, accelerometer_z, yaw, pitch, roll, magnetometer_x, magnetometer_y, magnetometer_z, gps_altitude, kalman_altitude, kalman_velocity, ematch_status, temperature, timestamp
Booster, Armed, 2200, 32.98939000000003, -106.97295999999997, 9, 18, 27, 0.0036000000000000008, 0.005399999999999999, 0.00048600000000000005, 36, 45, 54, 10291, 10282, 9, 18, undefined, 1493335192736, 
Sustainer, Armed, 2200, 32.98939000000003, -106.97295999999997, 9, 18, 27, 0.0036000000000000008, 0.005399999999999999, 0.00048600000000000005, 36, 45, 54, 10291, 10282, 9, 18, undefined, 1493335192736, 
Booster, Armed, 2300, 32.98940000000003, -106.97294999999997, 10, 20, 30, 0.004000000000000001, 0.005999999999999999, 0.00054, 40, 50, 60, 11290, 11280, 10, 20, undefined, 1493335193741, 
Sustainer, Armed, 2300, 32.98940000000003, -106.97294999999997, 10, 20, 30, 0.004000000000000001, 0.005999999999999999, 0.00054, 40, 50, 60, 11290, 11280, 10, 20, undefined, 1493335193741, 
Booster, Armed, 2400, 32.989410000000035, -106.97293999999997, 11, 22, 33, 0.004400000000000001, 0.006599999999999999, 0.000594, 44, 55, 66, 12289, 12278, 11, 22, undefined, 1493335194745, 
Sustainer, Armed, 2400, 32.989410000000035, -106.97293999999997, 11, 22, 33, 0.004400000000000001, 0.006599999999999999, 0.000594, 44, 55, 66, 12289, 12278, 11, 22, undefined, 1493335194746, 
Booster, Armed, 2500, 32.98942000000004, -106.97292999999996, 12, 24, 36, 0.004800000000000001, 0.007199999999999999, 0.000648, 48, 60, 72, 13288, 13276, 12, 24, undefined, 1493335195751, 
Sustainer, Armed, 2500, 32.98942000000004, -106.97292999999996, 12, 24, 36, 0.004800000000000001, 0.007199999999999999, 0.000648, 48, 60, 72, 13288, 13276, 12, 24, undefined, 1493335195751, 
Booster, Armed, 2600, 32.98943000000004, -106.97291999999996, 13, 26, 39, 0.0052000000000000015, 0.007799999999999999, 0.000702, 52, 65, 78, 14287, 14274, 13, 26, undefined, 1493335196755, 
Sustainer, Armed, 2600, 32.98943000000004, -106.97291999999996, 13, 26, 39, 0.0052000000000000015, 0.007799999999999999, 0.000702, 52, 65, 78, 14287, 14274, 13, 26, undefined, 1493335196755, 
Booster, Armed, 2700, 32.989440000000045, -106.97290999999996, 14, 28, 42, 0.005600000000000002, 0.0084, 0.000756, 56, 70, 84, 15286, 15272, 14, 28, undefined, 1493335197759, 
Sustainer, Armed, 2700, 32.989440000000045, -106.97290999999996, 14, 28, 42, 0.005600000000000002, 0.0084, 0.000756, 56, 70, 84, 15286, 15272, 14, 28, undefined, 1493335197759, 
Booster, Armed, 2800, 32.98945000000005, -106.97289999999995, 15, 30, 45, 0.006000000000000002, 0.009, 0.0008100000000000001, 60, 75, 90, 16285, 16270, 15, 30, undefined, 1493335198762, 
Sustainer, Armed, 2800, 32.98945000000005, -106.97289999999995, 15, 30, 45, 0.006000000000000002, 0.009, 0.0008100000000000001, 60, 75, 90, 16285, 16270, 15, 30, undefined, 1493335198762, 
Booster, Armed, 2900, 32.98946000000005, -106.97288999999995, 16, 32, 48, 0.006400000000000002, 0.0096, 0.0008640000000000001, 64, 80, 96, 17284, 17268, 16, 32, undefined, 1493335199770, 
Sustainer, Armed, 2900, 32.98946000000005, -106.97288999999995, 16, 32, 48, 0.006400000000000002, 0.0096, 0.0008640000000000001, 64, 80, 96, 17284, 17268, 16, 32, undefined, 1493335199770, 
Booster, Armed, 3000, 32.989470000000054, -106.97287999999995, 17, 34, 51, 0.006800000000000002, 0.010199999999999999, 0.0009180000000000001, 68, 85, 102, 18283, 18266, 17, 34, undefined, 1493335200773, 
Sustainer, Armed, 3000, 32.989470000000054, -106.97287999999995, 17, 34, 51, 0.006800000000000002, 0.010199999999999999, 0.0009180000000000001, 68, 85, 102, 18283, 18266, 17, 34, undefined, 1493335200773, 
Booster, Armed, 3100, 32.98948000000006, -106.97286999999994, 18, 36, 54, 0.007200000000000002, 0.010799999999999999, 0.0009720000000000001, 72, 90, 108, 19282, 19264, 18, 36, undefined, 1493335201779, 
Sustainer, Armed, 3100, 32.98948000000006, -106.97286999999994, 18, 36, 54, 0.007200000000000002, 0.010799999999999999, 0.0009720000000000001, 72, 90, 108, 19282, 19264, 18, 36, undefined, 1493335201779, 
Booster, Armed, 3200, 32.98949000000006, -106.97285999999994, 19, 38, 57, 0.007600000000000003, 0.011399999999999999, 0.001026, 76, 95, 114, 20281, 20262, 19, 38, undefined, 1493335202785, 
Sustainer, Armed, 3200, 32.98949000000006, -106.97285999999994, 19, 38, 57, 0.007600000000000003, 0.011399999999999999, 0.001026, 76, 95, 114, 20281, 20262, 19, 38, undefined, 1493335202785, 
Booster, Armed, 3300, 32.98950000000006, -106.97284999999994, 20, 40, 60, 0.008000000000000002, 0.011999999999999999, 0.00108, 80, 100, 120, 21280, 21260, 20, 40, undefined, 1493335203789, 
Sustainer, Armed, 3300, 32.98950000000006, -106.97284999999994, 20, 40, 60, 0.008000000000000002, 0.011999999999999999, 0.00108, 80, 100, 120, 21280, 21260, 20, 40, undefined, 1493335203789, 
Booster, Armed, 3400, 32.98951000000007, -106.97283999999993, 21, 42, 63, 0.008400000000000001, 0.012599999999999998, 0.001134, 84, 105, 126, 22279, 22258, 21, 42, undefined, 1493335204791, 
Sustainer, Armed, 3400, 32.98951000000007, -106.97283999999993, 21, 42, 63, 0.008400000000000001, 0.012599999999999998, 0.001134, 84, 105, 126, 22279, 22258, 21, 42, undefined, 1493335204791, 
Booster, Armed, 3500, 32.98952000000007, -106.97282999999993, 22, 44, 66, 0.0088, 0.013199999999999998, 0.001188, 88, 110, 132, 23278, 23256, 22, 44, undefined, 1493335205795, 
Sustainer, Armed, 3500, 32.98952000000007, -106.97282999999993, 22, 44, 66, 0.0088, 0.013199999999999998, 0.001188, 88, 110, 132, 23278, 23256, 22, 44, undefined, 1493335205795, 
Booster, Armed, 3600, 32.98953000000007, -106.97281999999993, 23, 46, 69, 0.0092, 0.013799999999999998, 0.001242, 92, 115, 138, 24277, 24254, 23, 46, undefined, 1493335206798, 
Sustainer, Armed, 3600, 32.98953000000007, -106.97281999999993, 23, 46, 69, 0.0092, 0.013799999999999998, 0.001242, 92, 115, 138, 24277, 24254, 23, 46, undefined, 1493335206798, 
Booster, Armed, 3700, 32.989540000000076, -106.97280999999992, 24, 48, 72, 0.0096, 0.014399999999999998, 0.001296, 96, 120, 144, 25276, 25252, 24, 48, undefined, 1493335207801, 
Sustainer, Armed, 3700, 32.989540000000076, -106.97280999999992, 24, 48, 72, 0.0096, 0.014399999999999998, 0.001296, 96, 120, 144, 25276, 25252, 24, 48, undefined, 1493335207801, 
Booster, Armed, 3800, 32.98955000000008, -106.97279999999992, 25, 50, 75, 0.009999999999999998, 0.014999999999999998, 0.00135, 100, 125, 150, 26275, 26250, 25, 50, undefined, 1493335208806, 
Sustainer, Armed, 3800, 32.98955000000008, -106.97279999999992, 25, 50, 75, 0.009999999999999998, 0.014999999999999998, 0.00135, 100, 125, 150, 26275, 26250, 25, 50, undefined, 1493335208806, 
Booster, Armed, 3900, 32.98956000000008, -106.97278999999992, 26, 52, 78, 0.010399999999999998, 0.015599999999999998, 0.001404, 104, 130, 156, 27274, 27248, 26, 52, undefined, 1493335209809, 
Sustainer, Armed, 3900, 32.98956000000008, -106.97278999999992, 26, 52, 78, 0.010399999999999998, 0.015599999999999998, 0.001404, 104, 130, 156, 27274, 27248, 26, 52, undefined, 1493335209809, 
Booster, Armed, 4000, 32.989570000000086, -106.97277999999991, 27, 54, 81, 0.010799999999999997, 0.0162, 0.001458, 108, 135, 162, 28273, 28246, 27, 54, undefined, 1493335210813, 
Sustainer, Armed, 4000, 32.989570000000086, -106.97277999999991, 27, 54, 81, 0.010799999999999997, 0.0162, 0.001458, 108, 135, 162, 28273, 28246, 27, 54, undefined, 1493335210813, 
Booster, Armed, 4100, 32.98958000000009, -106.97276999999991, 28, 56, 84, 0.011199999999999996, 0.0168, 0.001512, 112, 140, 168, 29272, 29244, 28, 56, undefined, 1493335211817, 
Sustainer, Armed, 4100, 32.98958000000009, -106.97276999999991, 28, 56, 84, 0.011199999999999996, 0.0168, 0.001512, 112, 140, 168, 29272, 29244, 28, 56, undefined, 1493335211817, 
Booster, Armed, 4200, 32.98959000000009, -106.97275999999991, 29, 58, 87, 0.011599999999999996, 0.0174, 0.0015660000000000001, 116, 145, 174, 30271, 30242, 29, 58, undefined, 1493335212819, 
Sustainer, Armed, 4200, 32.98959000000009, -106.97275999999991, 29, 58, 87, 0.011599999999999996, 0.0174, 0.0015660000000000001, 116, 145, 174, 30271, 30242, 29, 58, undefined, 1493335212819, 
Booster, Armed, 4300, 32.989600000000095, -106.9727499999999, 30, 60, 90, 0.011999999999999995, 0.018, 0.0016200000000000001, 120, 150, 180, 31270, 31240, 30, 60, undefined, 1493335213823, 
Sustainer, Armed, 4300, 32.989600000000095, -106.9727499999999, 30, 60, 90, 0.011999999999999995, 0.018, 0.0016200000000000001, 120, 150, 180, 31270, 31240, 30, 60, undefined, 1493335213823, 
Booster, Armed, 4400, 32.9896100000001, -106.9727399999999, 31, 62, 93, 0.012399999999999994, 0.0186, 0.0016740000000000001, 124, 155, 186, 32269, 32238, 31, 62, undefined, 1493335214827, 
Sustainer, Armed, 4400, 32.9896100000001, -106.9727399999999, 31, 62, 93, 0.012399999999999994, 0.0186, 0.0016740000000000001, 124, 155, 186, 32269, 32238, 31, 62, undefined, 1493335214827, 
Booster, Armed, 4500, 32.9896200000001, -106.9727299999999, 32, 64, 96, 0.012799999999999994, 0.0192, 0.0017280000000000002, 128, 160, 192, 33268, 33236, 32, 64, undefined, 1493335215831, 
Sustainer, Armed, 4500, 32.9896200000001, -106.9727299999999, 32, 64, 96, 0.012799999999999994, 0.0192, 0.0017280000000000002, 128, 160, 192, 33268, 33236, 32, 64, undefined, 1493335215831, 
Booster, Armed, 4600, 32.989630000000105, -106.9727199999999, 33, 66, 99, 0.013199999999999993, 0.019799999999999998, 0.0017820000000000002, 132, 165, 198, 34267, 34234, 33, 66, undefined, 1493335216834, 
Sustainer, Armed, 4600, 32.989630000000105, -106.9727199999999, 33, 66, 99, 0.013199999999999993, 0.019799999999999998, 0.0017820000000000002, 132, 165, 198, 34267, 34234, 33, 66, undefined, 1493335216834, 
Booster, Armed, 4700, 32.98964000000011, -106.97270999999989, 34, 68, 102, 0.013599999999999992, 0.020399999999999998, 0.0018360000000000002, 136, 170, 204, 35266, 35232, 34, 68, undefined, 1493335217838, 
Sustainer, Armed, 4700, 32.98964000000011, -106.97270999999989, 34, 68, 102, 0.013599999999999992, 0.020399999999999998, 0.0018360000000000002, 136, 170, 204, 35266, 35232, 34, 68, undefined, 1493335217838, 
Booster, Armed, 4800, 32.98965000000011, -106.97269999999989, 35, 70, 105, 0.013999999999999992, 0.020999999999999998, 0.0018900000000000002, 140, 175, 210, 36265, 36230, 35, 70, undefined, 1493335218841, 
Sustainer, Armed, 4800, 32.98965000000011, -106.97269999999989, 35, 70, 105, 0.013999999999999992, 0.020999999999999998, 0.0018900000000000002, 140, 175, 210, 36265, 36230, 35, 70, undefined, 1493335218841, 
Booster, Armed, 4900, 32.989660000000114, -106.97268999999989, 36, 72, 108, 0.014399999999999991, 0.021599999999999998, 0.0019440000000000002, 144, 180, 216, 37264, 37228, 36, 72, undefined, 1493335219845, 
Sustainer, Armed, 4900, 32.989660000000114, -106.97268999999989, 36, 72, 108, 0.014399999999999991, 0.021599999999999998, 0.0019440000000000002, 144, 180, 216, 37264, 37228, 36, 72, undefined, 1493335219845, 
Booster, Armed, 5000, 32.98967000000012, -106.97267999999988, 37, 74, 111, 0.01479999999999999, 0.022199999999999998, 0.001998, 148, 185, 222, 38263, 38226, 37, 74, undefined, 1493335220849, 
Sustainer, Armed, 5000, 32.98967000000012, -106.97267999999988, 37, 74, 111, 0.01479999999999999, 0.022199999999999998, 0.001998, 148, 185, 222, 38263, 38226, 37, 74, undefined, 1493335220850, 
Booster, Armed, 5100, 32.98968000000012, -106.97266999999988, 38, 76, 114, 0.01519999999999999, 0.022799999999999997, 0.002052, 152, 190, 228, 39262, 39224, 38, 76, undefined, 1493335221853, 
Sustainer, Armed, 5100, 32.98968000000012, -106.97266999999988, 38, 76, 114, 0.01519999999999999, 0.022799999999999997, 0.002052, 152, 190, 228, 39262, 39224, 38, 76, undefined, 1493335221853, 
Booster, Armed, 5200, 32.989690000000124, -106.97265999999988, 39, 78, 117, 0.015599999999999989, 0.023399999999999997, 0.002106, 156, 195, 234, 40261, 40222, 39, 78, undefined, 1493335222856, 
Sustainer, Armed, 5200, 32.989690000000124, -106.97265999999988, 39, 78, 117, 0.015599999999999989, 0.023399999999999997, 0.002106, 156, 195, 234, 40261, 40222, 39, 78, undefined, 1493335222856, 
Booster, Armed, 5300, 32.98970000000013, -106.97264999999987, 40, 80, 120, 0.01599999999999999, 0.023999999999999997, 0.0021599999999999996, 160, 200, 240, 41260, 41220, 40, 80, undefined, 1493335223859, 
Sustainer, Armed, 5300, 32.98970000000013, -106.97264999999987, 40, 80, 120, 0.01599999999999999, 0.023999999999999997, 0.0021599999999999996, 160, 200, 240, 41260, 41220, 40, 80, undefined, 1493335223859, 
