part, mode, altitude, latitude, longitude, accelerometer_x, accelerometer_y, accelerometer_z, yaw, pitch, roll, magnetometer_x, magnetometer_y, magnetometer_z, gps_altitude, kalman_altitude, kalman_velocity, ematch_status, temperature, timestamp
Booster, Armed, 2400, 32.989410000000035, -106.97293999999997, 11, 22, 33, 0.004400000000000001, 0.006599999999999999, 0.000594, 44, 55, 66, 12289, 12278, 11, 22, undefined, 1493335495823, 
Sustainer, Armed, 2400, 32.989410000000035, -106.97293999999997, 11, 22, 33, 0.004400000000000001, 0.006599999999999999, 0.000594, 44, 55, 66, 12289, 12278, 11, 22, undefined, 1493335495825, 
Booster, Armed, 2500, 32.98942000000004, -106.97292999999996, 12, 24, 36, 0.004800000000000001, 0.007199999999999999, 0.000648, 48, 60, 72, 13288, 13276, 12, 24, undefined, 1493335496827, 
Sustainer, Armed, 2500, 32.98942000000004, -106.97292999999996, 12, 24, 36, 0.004800000000000001, 0.007199999999999999, 0.000648, 48, 60, 72, 13288, 13276, 12, 24, undefined, 1493335496830, 
Booster, Armed, 2600, 32.98943000000004, -106.97291999999996, 13, 26, 39, 0.0052000000000000015, 0.007799999999999999, 0.000702, 52, 65, 78, 14287, 14274, 13, 26, undefined, 1493335497845, 
Sustainer, Armed, 2600, 32.98943000000004, -106.97291999999996, 13, 26, 39, 0.0052000000000000015, 0.007799999999999999, 0.000702, 52, 65, 78, 14287, 14274, 13, 26, undefined, 1493335497848, 
Booster, Armed, 2700, 32.989440000000045, -106.97290999999996, 14, 28, 42, 0.005600000000000002, 0.0084, 0.000756, 56, 70, 84, 15286, 15272, 14, 28, undefined, 1493335498862, 
Sustainer, Armed, 2700, 32.989440000000045, -106.97290999999996, 14, 28, 42, 0.005600000000000002, 0.0084, 0.000756, 56, 70, 84, 15286, 15272, 14, 28, undefined, 1493335498864, 
Booster, Armed, 2800, 32.98945000000005, -106.97289999999995, 15, 30, 45, 0.006000000000000002, 0.009, 0.0008100000000000001, 60, 75, 90, 16285, 16270, 15, 30, undefined, 1493335499878, 
Sustainer, Armed, 2800, 32.98945000000005, -106.97289999999995, 15, 30, 45, 0.006000000000000002, 0.009, 0.0008100000000000001, 60, 75, 90, 16285, 16270, 15, 30, undefined, 1493335499879, 
Booster, Armed, 2900, 32.98946000000005, -106.97288999999995, 16, 32, 48, 0.006400000000000002, 0.0096, 0.0008640000000000001, 64, 80, 96, 17284, 17268, 16, 32, undefined, 1493335500889, 
Sustainer, Armed, 2900, 32.98946000000005, -106.97288999999995, 16, 32, 48, 0.006400000000000002, 0.0096, 0.0008640000000000001, 64, 80, 96, 17284, 17268, 16, 32, undefined, 1493335500893, 
Booster, Armed, 3000, 32.989470000000054, -106.97287999999995, 17, 34, 51, 0.006800000000000002, 0.010199999999999999, 0.0009180000000000001, 68, 85, 102, 18283, 18266, 17, 34, undefined, 1493335501903, 
Sustainer, Armed, 3000, 32.989470000000054, -106.97287999999995, 17, 34, 51, 0.006800000000000002, 0.010199999999999999, 0.0009180000000000001, 68, 85, 102, 18283, 18266, 17, 34, undefined, 1493335501904, 
Booster, Armed, 3100, 32.98948000000006, -106.97286999999994, 18, 36, 54, 0.007200000000000002, 0.010799999999999999, 0.0009720000000000001, 72, 90, 108, 19282, 19264, 18, 36, undefined, 1493335502914, 
Sustainer, Armed, 3100, 32.98948000000006, -106.97286999999994, 18, 36, 54, 0.007200000000000002, 0.010799999999999999, 0.0009720000000000001, 72, 90, 108, 19282, 19264, 18, 36, undefined, 1493335502917, 
Booster, Armed, 3200, 32.98949000000006, -106.97285999999994, 19, 38, 57, 0.007600000000000003, 0.011399999999999999, 0.001026, 76, 95, 114, 20281, 20262, 19, 38, undefined, 1493335503929, 
Sustainer, Armed, 3200, 32.98949000000006, -106.97285999999994, 19, 38, 57, 0.007600000000000003, 0.011399999999999999, 0.001026, 76, 95, 114, 20281, 20262, 19, 38, undefined, 1493335503931, 
