part, mode, altitude, latitude, longitude, accelerometer_x, accelerometer_y, accelerometer_z, yaw, pitch, roll, magnetometer_x, magnetometer_y, magnetometer_z, gps_altitude, kalman_altitude, kalman_velocity, ematch_status, temperature, timestamp
Booster, Armed, 7600, 32.9899300000002, -106.9724199999998, 63, 126, 189, 0.025200000000000014, 0.03780000000000003, 0.003401999999999995, 252, 315, 378, 64237, 64174, 63, 126, undefined, 1493338817674, 
Sustainer, Armed, 7600, 32.9899300000002, -106.9724199999998, 63, 126, 189, 0.025200000000000014, 0.03780000000000003, 0.003401999999999995, 252, 315, 378, 64237, 64174, 63, 126, undefined, 1493338817674, 
Booster, Armed, 7700, 32.9899400000002, -106.9724099999998, 64, 128, 192, 0.025600000000000015, 0.03840000000000003, 0.0034559999999999947, 256, 320, 384, 65236, 65172, 64, 128, undefined, 1493338818692, 
Sustainer, Armed, 7700, 32.9899400000002, -106.9724099999998, 64, 128, 192, 0.025600000000000015, 0.03840000000000003, 0.0034559999999999947, 256, 320, 384, 65236, 65172, 64, 128, undefined, 1493338818692, 
Booster, Armed, 7800, 32.989950000000206, -106.9723999999998, 65, 130, 195, 0.026000000000000016, 0.039000000000000035, 0.0035099999999999945, 260, 325, 390, 66235, 66170, 65, 130, undefined, 1493338819706, 
Sustainer, Armed, 7800, 32.989950000000206, -106.9723999999998, 65, 130, 195, 0.026000000000000016, 0.039000000000000035, 0.0035099999999999945, 260, 325, 390, 66235, 66170, 65, 130, undefined, 1493338819706, 
Booster, Armed, 7900, 32.98996000000021, -106.97238999999979, 66, 132, 198, 0.026400000000000017, 0.03960000000000004, 0.0035639999999999943, 264, 330, 396, 67234, 67168, 66, 132, undefined, 1493338820721, 
Sustainer, Armed, 7900, 32.98996000000021, -106.97238999999979, 66, 132, 198, 0.026400000000000017, 0.03960000000000004, 0.0035639999999999943, 264, 330, 396, 67234, 67168, 66, 132, undefined, 1493338820721, 
Booster, Armed, 8000, 32.98997000000021, -106.97237999999979, 67, 134, 201, 0.026800000000000018, 0.04020000000000004, 0.003617999999999994, 268, 335, 402, 68233, 68166, 67, 134, undefined, 1493338821746, 
Sustainer, Armed, 8000, 32.98997000000021, -106.97237999999979, 67, 134, 201, 0.026800000000000018, 0.04020000000000004, 0.003617999999999994, 268, 335, 402, 68233, 68166, 67, 134, undefined, 1493338821747, 
Booster, Armed, 8100, 32.989980000000216, -106.97236999999978, 68, 136, 204, 0.02720000000000002, 0.040800000000000045, 0.003671999999999994, 272, 340, 408, 69232, 69164, 68, 136, undefined, 1493338822753, 
Sustainer, Armed, 8100, 32.989980000000216, -106.97236999999978, 68, 136, 204, 0.02720000000000002, 0.040800000000000045, 0.003671999999999994, 272, 340, 408, 69232, 69164, 68, 136, undefined, 1493338822753, 
Booster, Armed, 8200, 32.98999000000022, -106.97235999999978, 69, 138, 207, 0.02760000000000002, 0.04140000000000005, 0.0037259999999999936, 276, 345, 414, 70231, 70162, 69, 138, undefined, 1493338823762, 
Sustainer, Armed, 8200, 32.98999000000022, -106.97235999999978, 69, 138, 207, 0.02760000000000002, 0.04140000000000005, 0.0037259999999999936, 276, 345, 414, 70231, 70162, 69, 138, undefined, 1493338823762, 
Booster, Armed, 8300, 32.99000000000022, -106.97234999999978, 70, 140, 210, 0.02800000000000002, 0.04200000000000005, 0.0037799999999999934, 280, 350, 420, 71230, 71160, 70, 140, undefined, 1493338824774, 
Sustainer, Armed, 8300, 32.99000000000022, -106.97234999999978, 70, 140, 210, 0.02800000000000002, 0.04200000000000005, 0.0037799999999999934, 280, 350, 420, 71230, 71160, 70, 140, undefined, 1493338824774, 
Booster, Armed, 8400, 32.990010000000225, -106.97233999999978, 71, 142, 213, 0.028400000000000022, 0.042600000000000054, 0.0038339999999999932, 284, 355, 426, 72229, 72158, 71, 142, undefined, 1493338825788, 
Sustainer, Armed, 8400, 32.990010000000225, -106.97233999999978, 71, 142, 213, 0.028400000000000022, 0.042600000000000054, 0.0038339999999999932, 284, 355, 426, 72229, 72158, 71, 142, undefined, 1493338825788, 
Booster, Armed, 8500, 32.99002000000023, -106.97232999999977, 72, 144, 216, 0.028800000000000023, 0.04320000000000006, 0.003887999999999993, 288, 360, 432, 73228, 73156, 72, 144, undefined, 1493338826796, 
Sustainer, Armed, 8500, 32.99002000000023, -106.97232999999977, 72, 144, 216, 0.028800000000000023, 0.04320000000000006, 0.003887999999999993, 288, 360, 432, 73228, 73156, 72, 144, undefined, 1493338826796, 
Booster, Armed, 8600, 32.99003000000023, -106.97231999999977, 73, 146, 219, 0.029200000000000025, 0.04380000000000006, 0.003941999999999993, 292, 365, 438, 74227, 74154, 73, 146, undefined, 1493338827802, 
Sustainer, Armed, 8600, 32.99003000000023, -106.97231999999977, 73, 146, 219, 0.029200000000000025, 0.04380000000000006, 0.003941999999999993, 292, 365, 438, 74227, 74154, 73, 146, undefined, 1493338827802, 
Booster, Armed, 8700, 32.990040000000235, -106.97230999999977, 74, 148, 222, 0.029600000000000026, 0.044400000000000064, 0.0039959999999999935, 296, 370, 444, 75226, 75152, 74, 148, undefined, 1493338828818, 
Sustainer, Armed, 8700, 32.990040000000235, -106.97230999999977, 74, 148, 222, 0.029600000000000026, 0.044400000000000064, 0.0039959999999999935, 296, 370, 444, 75226, 75152, 74, 148, undefined, 1493338828818, 
Booster, Armed, 8800, 32.99005000000024, -106.97229999999976, 75, 150, 225, 0.030000000000000027, 0.04500000000000007, 0.004049999999999994, 300, 375, 450, 76225, 76150, 75, 150, undefined, 1493338829835, 
Sustainer, Armed, 8800, 32.99005000000024, -106.97229999999976, 75, 150, 225, 0.030000000000000027, 0.04500000000000007, 0.004049999999999994, 300, 375, 450, 76225, 76150, 75, 150, undefined, 1493338829835, 
Booster, Armed, 8900, 32.99006000000024, -106.97228999999976, 76, 152, 228, 0.030400000000000028, 0.04560000000000007, 0.004103999999999994, 304, 380, 456, 77224, 77148, 76, 152, undefined, 1493338830840, 
Sustainer, Armed, 8900, 32.99006000000024, -106.97228999999976, 76, 152, 228, 0.030400000000000028, 0.04560000000000007, 0.004103999999999994, 304, 380, 456, 77224, 77148, 76, 152, undefined, 1493338830840, 
Booster, Armed, 9000, 32.990070000000244, -106.97227999999976, 77, 154, 231, 0.03080000000000003, 0.046200000000000074, 0.004157999999999994, 308, 385, 462, 78223, 78146, 77, 154, undefined, 1493338831849, 
Sustainer, Armed, 9000, 32.990070000000244, -106.97227999999976, 77, 154, 231, 0.03080000000000003, 0.046200000000000074, 0.004157999999999994, 308, 385, 462, 78223, 78146, 77, 154, undefined, 1493338831849, 
Booster, Armed, 9100, 32.99008000000025, -106.97226999999975, 78, 156, 234, 0.03120000000000003, 0.04680000000000008, 0.004211999999999994, 312, 390, 468, 79222, 79144, 78, 156, undefined, 1493338832857, 
Sustainer, Armed, 9100, 32.99008000000025, -106.97226999999975, 78, 156, 234, 0.03120000000000003, 0.04680000000000008, 0.004211999999999994, 312, 390, 468, 79222, 79144, 78, 156, undefined, 1493338832858, 
Booster, Armed, 9200, 32.99009000000025, -106.97225999999975, 79, 158, 237, 0.03160000000000003, 0.04740000000000008, 0.004265999999999995, 316, 395, 474, 80221, 80142, 79, 158, undefined, 1493338833875, 
Sustainer, Armed, 9200, 32.99009000000025, -106.97225999999975, 79, 158, 237, 0.03160000000000003, 0.04740000000000008, 0.004265999999999995, 316, 395, 474, 80221, 80142, 79, 158, undefined, 1493338833875, 
Booster, Armed, 9300, 32.990100000000254, -106.97224999999975, 80, 160, 240, 0.03200000000000003, 0.048000000000000084, 0.004319999999999995, 320, 400, 480, 81220, 81140, 80, 160, undefined, 1493338834883, 
Sustainer, Armed, 9300, 32.990100000000254, -106.97224999999975, 80, 160, 240, 0.03200000000000003, 0.048000000000000084, 0.004319999999999995, 320, 400, 480, 81220, 81140, 80, 160, undefined, 1493338834883, 
Booster, Armed, 9400, 32.99011000000026, -106.97223999999974, 81, 162, 243, 0.032400000000000026, 0.04860000000000009, 0.004373999999999995, 324, 405, 486, 82219, 82138, 81, 162, undefined, 1493338835888, 
Sustainer, Armed, 9400, 32.99011000000026, -106.97223999999974, 81, 162, 243, 0.032400000000000026, 0.04860000000000009, 0.004373999999999995, 324, 405, 486, 82219, 82138, 81, 162, undefined, 1493338835888, 
Booster, Armed, 9500, 32.99012000000026, -106.97222999999974, 82, 164, 246, 0.032800000000000024, 0.04920000000000009, 0.004427999999999995, 328, 410, 492, 83218, 83136, 82, 164, undefined, 1493338836894, 
Sustainer, Armed, 9500, 32.99012000000026, -106.97222999999974, 82, 164, 246, 0.032800000000000024, 0.04920000000000009, 0.004427999999999995, 328, 410, 492, 83218, 83136, 82, 164, undefined, 1493338836894, 
Booster, Armed, 9600, 32.99013000000026, -106.97221999999974, 83, 166, 249, 0.03320000000000002, 0.049800000000000094, 0.0044819999999999955, 332, 415, 498, 84217, 84134, 83, 166, undefined, 1493338837898, 
Sustainer, Armed, 9600, 32.99013000000026, -106.97221999999974, 83, 166, 249, 0.03320000000000002, 0.049800000000000094, 0.0044819999999999955, 332, 415, 498, 84217, 84134, 83, 166, undefined, 1493338837898, 
Booster, Armed, 9700, 32.99014000000027, -106.97220999999973, 84, 168, 252, 0.03360000000000002, 0.0504000000000001, 0.004535999999999996, 336, 420, 504, 85216, 85132, 84, 168, undefined, 1493338838906, 
Sustainer, Armed, 9700, 32.99014000000027, -106.97220999999973, 84, 168, 252, 0.03360000000000002, 0.0504000000000001, 0.004535999999999996, 336, 420, 504, 85216, 85132, 84, 168, undefined, 1493338838906, 
Booster, Armed, 9800, 32.99015000000027, -106.97219999999973, 85, 170, 255, 0.034000000000000016, 0.0510000000000001, 0.004589999999999996, 340, 425, 510, 86215, 86130, 85, 170, undefined, 1493338839918, 
Sustainer, Armed, 9800, 32.99015000000027, -106.97219999999973, 85, 170, 255, 0.034000000000000016, 0.0510000000000001, 0.004589999999999996, 340, 425, 510, 86215, 86130, 85, 170, undefined, 1493338839918, 
Booster, Armed, 9900, 32.99016000000027, -106.97218999999973, 86, 172, 258, 0.034400000000000014, 0.051600000000000104, 0.004643999999999996, 344, 430, 516, 87214, 87128, 86, 172, undefined, 1493338840928, 
Sustainer, Armed, 9900, 32.99016000000027, -106.97218999999973, 86, 172, 258, 0.034400000000000014, 0.051600000000000104, 0.004643999999999996, 344, 430, 516, 87214, 87128, 86, 172, undefined, 1493338840928, 
Booster, Armed, 10000, 32.990170000000276, -106.97217999999972, 87, 174, 261, 0.03480000000000001, 0.05220000000000011, 0.0046979999999999964, 348, 435, 522, 88213, 88126, 87, 174, undefined, 1493338841946, 
Sustainer, Armed, 10000, 32.990170000000276, -106.97217999999972, 87, 174, 261, 0.03480000000000001, 0.05220000000000011, 0.0046979999999999964, 348, 435, 522, 88213, 88126, 87, 174, undefined, 1493338841946, 
Booster, Armed, 10100, 32.99018000000028, -106.97216999999972, 88, 176, 264, 0.03520000000000001, 0.05280000000000011, 0.004751999999999997, 352, 440, 528, 89212, 89124, 88, 176, undefined, 1493338842953, 
Sustainer, Armed, 10100, 32.99018000000028, -106.97216999999972, 88, 176, 264, 0.03520000000000001, 0.05280000000000011, 0.004751999999999997, 352, 440, 528, 89212, 89124, 88, 176, undefined, 1493338842954, 
Booster, Armed, 10200, 32.99019000000028, -106.97215999999972, 89, 178, 267, 0.03560000000000001, 0.053400000000000114, 0.004805999999999997, 356, 445, 534, 90211, 90122, 89, 178, undefined, 1493338843957, 
Sustainer, Armed, 10200, 32.99019000000028, -106.97215999999972, 89, 178, 267, 0.03560000000000001, 0.053400000000000114, 0.004805999999999997, 356, 445, 534, 90211, 90122, 89, 178, undefined, 1493338843957, 
Booster, Armed, 10300, 32.990200000000286, -106.97214999999971, 90, 180, 270, 0.036000000000000004, 0.05400000000000012, 0.004859999999999997, 360, 450, 540, 91210, 91120, 90, 180, undefined, 1493338844969, 
Sustainer, Armed, 10300, 32.990200000000286, -106.97214999999971, 90, 180, 270, 0.036000000000000004, 0.05400000000000012, 0.004859999999999997, 360, 450, 540, 91210, 91120, 90, 180, undefined, 1493338844970, 
