part, mode, altitude, latitude, longitude, accelerometer_x, accelerometer_y, accelerometer_z, yaw, pitch, roll, magnetometer_x, magnetometer_y, magnetometer_z, gps_altitude, kalman_altitude, kalman_velocity, ematch_status, temperature, timestamp
Booster, Armed, 2300, 32.98940000000003, -106.97294999999997, 10, 20, 30, 0.004000000000000001, 0.005999999999999999, 0.00054, 40, 50, 60, 11290, 11280, 10, 20, undefined, 1493334848355, 
Sustainer, Armed, 2300, 32.98940000000003, -106.97294999999997, 10, 20, 30, 0.004000000000000001, 0.005999999999999999, 0.00054, 40, 50, 60, 11290, 11280, 10, 20, undefined, 1493334848355, 
Booster, Armed, 2400, 32.989410000000035, -106.97293999999997, 11, 22, 33, 0.004400000000000001, 0.006599999999999999, 0.000594, 44, 55, 66, 12289, 12278, 11, 22, undefined, 1493334849360, 
Sustainer, Armed, 2400, 32.989410000000035, -106.97293999999997, 11, 22, 33, 0.004400000000000001, 0.006599999999999999, 0.000594, 44, 55, 66, 12289, 12278, 11, 22, undefined, 1493334849361, 
Booster, Armed, 2500, 32.98942000000004, -106.97292999999996, 12, 24, 36, 0.004800000000000001, 0.007199999999999999, 0.000648, 48, 60, 72, 13288, 13276, 12, 24, undefined, 1493334850367, 
Sustainer, Armed, 2500, 32.98942000000004, -106.97292999999996, 12, 24, 36, 0.004800000000000001, 0.007199999999999999, 0.000648, 48, 60, 72, 13288, 13276, 12, 24, undefined, 1493334850367, 
Booster, Armed, 2600, 32.98943000000004, -106.97291999999996, 13, 26, 39, 0.0052000000000000015, 0.007799999999999999, 0.000702, 52, 65, 78, 14287, 14274, 13, 26, undefined, 1493334851372, 
Sustainer, Armed, 2600, 32.98943000000004, -106.97291999999996, 13, 26, 39, 0.0052000000000000015, 0.007799999999999999, 0.000702, 52, 65, 78, 14287, 14274, 13, 26, undefined, 1493334851372, 
Booster, Armed, 2700, 32.989440000000045, -106.97290999999996, 14, 28, 42, 0.005600000000000002, 0.0084, 0.000756, 56, 70, 84, 15286, 15272, 14, 28, undefined, 1493334852381, 
Sustainer, Armed, 2700, 32.989440000000045, -106.97290999999996, 14, 28, 42, 0.005600000000000002, 0.0084, 0.000756, 56, 70, 84, 15286, 15272, 14, 28, undefined, 1493334852381, 
Booster, Armed, 2800, 32.98945000000005, -106.97289999999995, 15, 30, 45, 0.006000000000000002, 0.009, 0.0008100000000000001, 60, 75, 90, 16285, 16270, 15, 30, undefined, 1493334853387, 
Sustainer, Armed, 2800, 32.98945000000005, -106.97289999999995, 15, 30, 45, 0.006000000000000002, 0.009, 0.0008100000000000001, 60, 75, 90, 16285, 16270, 15, 30, undefined, 1493334853387, 
